index,name,constellation,right_ascension,declination,apparent_magnitude,absolute_magnitude,distance_light_year,spectral_class
55,50 Dra,Draco,18.77285,75.43380555555557,5.37,0.52,304.0,A1Vn
56,75 Dra,Draco,20.470680555555553,81.42266666666667,5.38,-0.35,456.0,G9III
57,LV Dra,Draco,19.00379722222222,50.53347222222222,5.39,-1.02,623.0,B2.5IV
58,51 Dra,Draco,19.081991666666667,53.39661111111111,5.4,0.25,349.0,A0Vn
59,66 Dra,Draco,20.092425,61.99525,5.4,1.77,174.0,K3III
60,7 Dra,Draco,12.792872222222222,66.79030555555555,5.43,-1.46,778.0,K5III
61,ψ2 Dra,Draco,17.91976111111111,72.0051388888889,5.43,-1.3,723.0,F2.5II-III
62,49 Dra,Draco,19.012075,55.65830555555556,5.51,-0.4,495.0,G5IIbCN...
63,16 Dra,Draco,16.603175,52.899972222222225,5.53,0.09,400.0,B9.5Vn
64,AC Dra,Draco,20.334994444444444,68.88024999999999,5.59,-1.01,681.0,M5III
65,48 Dra,Draco,18.945855555555557,57.815,5.67,0.95,286.0,K1III
66,68 Dra,Draco,20.192983333333334,62.078361111111114,5.7,2.26,159.0,F5V
67,DE Dra,Draco,20.32686111111111,62.257416666666664,5.71,0.39,378.0,B9V
68,HD 106574,Draco,12.252369444444444,70.20008333333334,5.72,-0.06,468.0,K2III
69,41 Dra,Draco,18.002519444444445,80.00380555555556,5.74,2.12,173.0,K2Vvar
70,DQ Dra,Draco,16.40703611111111,55.20505555555556,5.75,0.5,366.0,A2svar...
71,HD 161693,Draco,17.733102777777777,53.80171111111111,5.76,0.24,457.0,A0V
72,76 Dra,Draco,20.70975,82.53111111111112,5.75,0.55,358.0,A0V
74,ψ1 Dra B,Draco,17.699455555555556,72.15758333333333,5.81,4.07,73.0,G0V
75,CX Dra,Draco,18.77863333333333,52.987972222222226,5.91,-3.21,2173.0,B2.5V
76,HD 193664,Draco,20.291841666666667,66.85297222222222,5.91,4.69,57.0,G3V
77,37 Dra,Draco,18.25473611111111,68.75597222222223,5.96,1.26,284.0,K1III:
78,74 Dra,Draco,20.490919444444444,81.09075,5.96,1.96,205.0,K0III+...
79,HD 139357,Draco,15.58783888888889,53.92213888888889,5.97,0.55,396.0,K4III:
80,HD 113337,Draco,13.02976388888889,63.61016666666667,6.01,3.14,122.0,F6V
81,40 Dra,Draco,18.000936111111113,80.00052777777778,6.11,2.58,166.0,K2Vvar
82,69 Dra,Draco,19.993525,76.48152777777779,6.2,0.17,525.0,M3III
83,UX Dra,Draco,19.359869444444445,76.55961111111111,6.22,-2.56,1863.0,C5II
84,DL Dra,Draco,14.700877777777777,61.262,6.24,3.09,139.0,F2V
85,HD 164428,Draco,17.836138888888886,78.30652777777777,6.25,-0.93,891.0,K5
86,ER Dra,Draco,14.528575,60.22558333333333,6.26,0.73,416.0,F0III
87,55 Dra,Draco,19.16272222222222,65.97844444444445,6.26,1.29,321.0,A0V
88,65 Dra,Draco,20.038933333333336,64.63438888888889,6.27,1.21,335.0,G7III:
89,DK Dra,Draco,12.261530555555556,72.55125,6.29,0.59,450.0,K0III +K0III
90,VW Dra,Draco,17.27484722222222,60.67058333333333,6.32,0.47,482.0,K1.5IIIb
91,CN Dra,Draco,19.779072222222222,68.438,6.34,0.31,525.0,F0III
92,20 Dra,Draco,16.940366666666666,65.03905555555555,6.4,2.27,219.0,F1V
93,HD 158259,Draco,17.423372222222223,52.79080555555555,6.46,4.29,89.0,G0
95,29 Dra,Draco,17.544819444444446,74.22727777777779,6.61,1.54,337.0,K0III
96,RY Dra,Draco,12.940525000000001,65.99441666666667,6.63,-1.81,1590.0,C7I
98,38 Dra,Draco,18.282991666666664,68.74169444444445,6.79,0.28,655.0,A0
100,205 Dra,Draco,18.791547222222224,49.43205555555555,7.19,0.28,787.0,F5
101,BY Dra,Draco,18.565491666666667,51.71913888888889,8.07,5.66,54.0,K6Ve
105,R Dra,Draco,16.544508333333336,66.75497222222222,8.67,-1.42,1042.0,M6e
106,HD 109246,Draco,12.535330555555555,74.48955555555555,8.77,4.69,214.0,G0V
108,HD 173739,Draco,18.71297222222222,59.63027777777778,8.94,11.2,11.5,M3V
111,HD 173740,Draco,18.71302777777778,59.626666666666665,9.7,11.96,11.5,M3.5V
112,Kepler-10,Draco,19.045294444444448,50.241305555555556,10.96,4.77,564.0,G
113,GSC 03549-02811,Draco,19.12056666666667,49.31641666666666,11.41,4.7,718.0,G0V
116,T Dra,Draco,17.939808333333332,58.21838888888889,12.48,6.27,568.0,Nev
118,Kepler-4,Draco,19.041022222222225,50.13575,12.7,4.2,1631.0,G0
0,α Equ,Equuleus,21.26372222222222,5.248083333333334,3.92,0.14,186.0,G0III+...
1,δ Equ,Equuleus,21.241330555555557,10.007722222222222,4.47,3.14,60.0,F5V+...
2,γ Equ,Equuleus,21.17235277777778,10.131944444444445,4.7,1.97,115.0,F0p
3,β Equ,Equuleus,21.38155,6.811111111111111,5.16,-0.05,360.0,A3V
4,ε Equ,Equuleus,20.984594444444447,4.293833333333334,5.3,1.4,197.0,F5III...
5,ζ Equ,Equuleus,21.07628888888889,5.502861111111111,5.63,-0.99,688.0,K5III
6,9 Equ,Equuleus,21.351333333333336,7.354555555555555,5.81,-1.75,1058.0,M2III
7,4 Equ,Equuleus,21.090774999999997,5.9585,5.94,3.1,120.0,F8V
8,HD 202951,Equuleus,21.314447222222224,11.203333333333333,5.97,-1.96,1254.0,K5III
9,HD 199942,Equuleus,21.00109722222222,7.516166666666667,5.98,1.69,235.0,A7V
10,6 Equ,Equuleus,21.17536388888889,10.04888888888889,6.07,0.24,479.0,A2Vs
11,HD 201298,Equuleus,21.141152777777776,6.989361111111111,6.14,-0.89,832.0,M0III
12,HD 203842,Equuleus,21.40681111111111,10.174194444444444,6.33,1.21,344.0,F5III
13,HD 200661,Equuleus,21.078230555555557,2.94225,6.41,0.97,400.0,K0
14,HD 201507,Equuleus,21.166183333333333,2.943611111111111,6.44,1.63,299.0,F2V
15,HD 200964,Equuleus,21.11105277777778,3.803,6.64,2.35,223.0,K0IV
16,λ Equ,Equuleus,21.036808333333337,7.179805555555556,6.72,1.68,332.0,F8
17,HD 202908,Equuleus,21.309686111111112,11.568833333333334,7.01,3.63,155.0,G0V + G6V
18,Gliese 818,Equuleus,21.08888888888889,7.069166666666667,8.27,7.41,48.0,K6V
19,HD 203473,Equuleus,21.371916666666667,5.023611111111111,8.23,4.2,237.0,G6V
20,S Equ,Equuleus,20.953566666666667,5.080388888888889,8.37,-0.57,2000.0,B9V + F9III-IV
21,SY Equ,Equuleus,21.391336111111112,9.931916666666666,8.53,-2.02,4200.0,B0.5IIIn
25,U Equ,Equuleus,20.9545,2.979166666666667,14.5,3.57,5000.0,M
0,Pollux,Gemini,7.7553777777777775,28.026305555555556,1.16,1.09,34.0,K0III
1,Castor A,Gemini,7.576666666666666,31.888638888888888,1.9,1.05,52.0,A2Vm
2,γ Gem,Gemini,6.628527777777778,16.399416666666667,1.93,-0.6,105.0,A0IV
3,μ Gem,Gemini,6.382663888888889,22.51386111111111,2.87,-1.39,232.0,M3.0III
5,ε Gem,Gemini,6.732202777777778,25.13116666666667,3.06,-4.15,903.0,G8Ib
6,η Gem,Gemini,6.247972222222223,22.506833333333333,3.31,-1.84,349.0,M3III
7,ξ Gem,Gemini,6.754841666666667,12.896055555555556,3.35,2.13,57.0,F5IV
8,δ Gem,Gemini,7.335386111111111,21.982333333333333,3.5,2.22,59.0,F0IV...
9,κ Gem,Gemini,7.7407972222222226,24.398138888888887,3.57,0.35,143.0,G8III
10,λ Gem,Gemini,7.301558333333333,16.540472222222224,3.58,1.27,94.0,A3V...
11,θ Gem,Gemini,6.879816666666668,33.96136111111112,3.6,-0.3,197.0,A3III
12,ι Gem,Gemini,7.428800000000001,27.79827777777778,3.78,0.85,126.0,G9III+...
13,ζ Gem,Gemini,7.068483333333333,20.570305555555557,4.01,-3.76,1168.0,G1Ib
14,υ Gem,Gemini,7.598713888888889,26.896,4.06,-0.28,240.0,K5III
15,ν Gem A,Gemini,6.482719444444444,20.212166666666665,4.13,-1.81,502.0,B6III
16,1 Gem,Gemini,6.068672222222222,23.263638888888888,4.16,0.84,151.0,G7III
17,ρ Gem,Gemini,7.485169444444445,31.784083333333335,4.16,2.82,60.0,F0V...
18,σ Gem,Gemini,7.7218583333333335,28.884083333333333,4.23,1.36,122.0,K1III SB
19,τ Gem,Gemini,7.1856638888888895,30.24527777777778,4.41,-0.42,302.0,K2III
20,30 Gem,Gemini,6.733136111111111,13.22813888888889,4.49,-0.15,276.0,K1III
21,38 Gem,Gemini,6.910719444444445,13.178027777777777,4.71,2.48,91.0,F0Vp
22,ο Gem,Gemini,7.652766666666667,34.58463888888889,4.89,1.46,158.0,F3III
23,81 Gem,Gemini,7.768747222222222,18.510166666666667,4.89,-0.21,341.0,K5III
24,χ Gem,Gemini,8.05863888888889,27.794416666666667,4.94,0.45,258.0,K2III
25,φ Gem,Gemini,7.891622222222222,26.76586111111111,4.97,0.51,254.0,A3V
26,65 Gem,Gemini,7.496883333333334,27.916194444444443,5.01,-0.34,383.0,K2III
27,57 Gem,Gemini,7.391263888888889,25.050611111111113,5.04,1.67,154.0,G8III
28,74 Gem,Gemini,7.657941666666667,17.67452777777778,5.04,-1.02,532.0,M0III
29,51 Gem,Gemini,7.222852777777778,16.159055555555554,5.07,-1.59,700.0,K3V
30,64 Gem,Gemini,7.489016666666667,28.11841666666667,5.07,1.58,163.0,A4V
31,56 Gem,Gemini,7.365805555555555,20.443722222222224,5.09,-0.5,428.0,M0III
32,HD 52960,Gemini,7.060575,10.951833333333333,5.14,-1.65,743.0,K3III
33,π Gem,Gemini,7.791761111111111,33.41577777777778,5.14,-1.04,562.0,M0III
34,26 Gem,Gemini,6.706755555555556,17.645527777777776,5.2,2.05,139.0,A2V
35,ω Gem,Gemini,7.040216666666667,24.215444444444444,5.2,-3.33,1655.0,G5II
36,63 Gem,Gemini,7.462330555555556,21.445555555555554,5.2,2.54,111.0,F5IV-V...
37,68 Gem,Gemini,7.560138888888889,15.826694444444444,5.27,-0.03,375.0,A1Vn
38,36 Gem,Gemini,6.859180555555556,21.761222222222223,5.28,-0.77,529.0,A2V
39,76 Gem,Gemini,7.735255555555556,25.784222222222223,5.3,-1.01,595.0,K5III
40,HD 60318,Gemini,7.585783333333333,30.960916666666666,5.34,0.5,302.0,K0III
41,85 Gem,Gemini,7.9277500000000005,19.884055555555555,5.38,0.29,339.0,A0Vs
42,28 Gem,Gemini,6.745961111111111,28.971,5.42,-0.79,570.0,K4III
43,HD 59686,Gemini,7.530102777777778,17.086222222222222,5.45,0.62,302.0,K2III
44,45 Gem,Gemini,7.139455555555556,15.930916666666667,5.47,0.61,305.0,G8III
45,HD 53329,Gemini,7.103230555555555,34.47408333333333,5.55,0.69,305.0,G8IV
46,NZ Gem,Gemini,7.700894444444445,14.208527777777777,5.55,-1.93,1022.0,M3S
47,HD 46374,Gemini,6.560047222222222,14.15536111111111,5.57,1.1,256.0,K2III:
48,70 Gem,Gemini,7.642455555555555,35.04847222222222,5.58,0.72,306.0,K0III
49,35 Gem,Gemini,6.840416666666666,13.413194444444445,5.68,-2.64,1502.0,K3III
50,HD 49968,Gemini,6.866669444444445,23.601750000000003,5.68,-0.3,513.0,K5III
51,IS Gem,Gemini,6.82815,32.60688888888889,5.72,0.85,307.0,K3II
52,41 Gem,Gemini,7.004394444444444,16.079,5.73,-5.53,5821.0,K3Ib
53,37 Gem,Gemini,6.921858333333334,25.37563888888889,5.73,4.56,56.0,G0V
55,47 Gem,Gemini,7.189744444444445,26.85666666666667,5.75,0.36,390.0,A4IV
56,53 Gem,Gemini,7.265883333333333,27.897416666666665,5.75,-1.85,1079.0,M1III
57,59 Gem,Gemini,7.409288888888889,27.637805555555556,5.77,1.73,209.0,F0:III:
58,HD 52556,Gemini,7.038191666666666,15.336055555555555,5.78,-0.7,644.0,K1III:
59,HD 61885,Gemini,7.6977416666666665,13.4805,5.79,-1.12,786.0,M2III
60,5 Gem,Gemini,6.192308333333334,24.42038888888889,5.83,-0.99,753.0,K0III
61,52 Gem,Gemini,7.244983333333334,24.885194444444444,5.84,0.77,337.0,M1III
62,48 Gem,Gemini,7.207330555555556,24.128694444444445,5.85,0.7,349.0,F5IV
63,33 Gem,Gemini,6.8305138888888886,16.202916666666667,5.85,-1.38,926.0,B7III
64,HD 52609,Gemini,7.042580555555555,16.674472222222224,5.86,-2.99,1918.0,M2III
65,HD 51000,Gemini,6.95015,33.68102777777778,5.91,0.55,385.0,G5III
66,HD 42049,Gemini,6.159011111111112,22.190277777777776,5.93,-5.45,6151.0,K4III
67,HD 52711,Gemini,7.058430555555556,29.33908333333333,5.93,4.53,62.0,G4V
68,HD 61603,Gemini,7.682922222222222,23.018555555555555,5.93,-2.42,1523.0,K5
69,HD 53686,Gemini,7.122891666666666,34.00936111111111,5.94,-0.66,681.0,K4III
70,61 Gem,Gemini,7.448980555555556,20.257583333333333,5.94,0.47,405.0,F2Vn
71,NP Gem,Gemini,7.040422222222222,17.755444444444443,5.96,-2.13,1353.0,M1.5
72,HD 47575,Gemini,6.663258333333333,12.982805555555556,5.99,1.25,289.0,A2V
73,44 Gem,Gemini,7.088436111111111,22.63747222222222,6.0,0.17,478.0,B8Vn
74,HD 52976,Gemini,7.064333333333333,12.59425,6.01,-1.93,1264.0,K5
75,HD 63889,Gemini,7.865777777777778,19.325166666666668,6.03,0.5,415.0,K1III:
76,HD 40589,Gemini,6.016791666666666,27.57236111111111,6.04,-4.73,4657.0,B9Iab
77,HD 44927,Gemini,6.425816666666667,23.327222222222222,6.05,-0.19,578.0,A2Vn
78,HD 61859,Gemini,7.712113888888889,34.00022222222222,6.05,2.36,178.0,F7V
79,HD 63589,Gemini,7.850658333333333,33.23363888888889,6.06,2.04,208.0,A2m
80,HD 63352,Gemini,7.817169444444445,13.37188888888889,6.07,-0.46,660.0,K0
81,8 Gem,Gemini,6.271958333333333,23.970055555555554,6.09,0.46,436.0,G8III
82,HD 47358,Gemini,6.651469444444444,22.030944444444444,6.09,0.54,419.0,G9III
83,HD 61295,Gemini,7.665027777777778,32.00983333333333,6.16,1.53,275.0,F6II
84,58 Gem,Gemini,7.391152777777778,22.945444444444444,6.17,1.27,312.0,A1V
86,HD 61219,Gemini,7.653336111111112,24.222527777777778,6.18,0.56,435.0,A2V
87,82 Gem,Gemini,7.809347222222222,23.14097222222222,6.18,-1.36,1052.0,G2III+...
88,HD 56386,Gemini,7.301136111111111,30.955916666666667,6.19,-0.18,612.0,A0Vn
89,39 Gem,Gemini,6.979866666666667,26.080861111111112,6.2,2.82,155.0,F7V
90,16 Gem,Gemini,6.465747222222222,20.496277777777777,6.22,0.13,538.0,A2Vs
91,HD 59059,Gemini,7.479794444444445,15.10986111111111,6.23,-0.63,769.0,B9IV
92,HD 61630,Gemini,7.679775,13.771277777777778,6.23,-1.28,1035.0,K0
93,9 Gem,Gemini,6.2829749999999995,23.740916666666667,6.24,-2.79,2090.0,B3Ia
94,HD 45506,Gemini,6.474475,16.238500000000002,6.24,2.19,210.0,G5
95,HD 62141,Gemini,7.722833333333334,22.399444444444445,6.25,1.38,307.0,K0III
96,20 Gem,Gemini,6.538477777777778,17.78427777777778,6.26,1.08,354.0,F6V...
98,HD 47863,Gemini,6.689427777777778,16.397666666666666,6.28,-0.63,786.0,A1V
99,HD 53899,Gemini,7.137022222222223,33.83244444444445,6.31,-0.75,840.0,K1
100,HD 44234,Gemini,6.357197222222222,17.76361111111111,6.32,0.78,417.0,G9:III:
101,HD 44780,Gemini,6.412152777777778,25.048722222222224,6.35,-0.68,832.0,K2III
102,HD 49059,Gemini,6.7898499999999995,18.193555555555555,6.35,0.74,431.0,A2V
103,141 Tau,Gemini,6.028230555555555,22.401055555555555,6.36,0.09,584.0,B8V
104,HD 58898,Gemini,7.477747222222223,27.55288888888889,6.36,1.39,321.0,K2III
105,HD 61035,Gemini,7.637322222222222,24.36038888888889,6.37,3.01,153.0,F0
106,19 Gem,Gemini,6.527066666666666,15.903527777777779,6.38,1.33,334.0,A8V
107,HD 56176,Gemini,7.2842666666666664,26.689805555555555,6.38,1.59,296.0,G7IV
108,40 Gem,Gemini,6.991094444444444,25.914194444444444,6.4,-1.43,1199.0,B8III
109,OT Gem,Gemini,7.407680555555556,15.517194444444446,6.41,-3.53,3170.0,B2Ve
110,HD 47415,Gemini,6.658741666666667,24.599944444444443,6.43,3.7,115.0,F8IV
111,HD 54563,Gemini,7.168552777777778,21.24813888888889,6.43,3.11,150.0,G9V
112,HD 47020,Gemini,6.624247222222222,24.590833333333332,6.44,0.33,543.0,A3V
113,25 Gem,Gemini,6.689138888888889,28.196638888888888,6.45,-1.73,1411.0,G5Ib
114,HD 57049,Gemini,7.335233333333333,15.142972222222221,6.45,-1.18,1094.0,A2Vn
115,50 Gem,Gemini,7.213633333333333,27.225055555555553,6.46,3.24,144.0,F8V
116,32 Gem,Gemini,6.765055555555556,12.693555555555555,6.47,-1.25,1140.0,A9III
117,HD 53744,Gemini,7.123577777777777,28.176694444444447,6.47,0.34,549.0,B9V
118,HD 54986,Gemini,7.196344444444445,16.976416666666665,6.5,-1.14,1098.0,K5
119,6 Gem,Gemini,6.205305555555555,22.908527777777778,6.51,-4.09,4289.0,M1Ia-ab
120,79 Gem,Gemini,7.752594444444444,20.316055555555558,6.53,0.78,460.0,A1V
121,15 Gem A,Gemini,6.462938888888889,20.789611111111114,6.54,0.31,575.0,K0
124,10 Gem,Gemini,6.315119444444444,23.603305555555558,6.58,-0.34,789.0,G5
126,2 Gem,Gemini,6.1135166666666665,23.63861111111111,6.67,-0.45,867.0,K0
127,23 Gem,Gemini,6.600588888888889,16.797083333333337,6.73,2.25,257.0,F5
130,HD 50554,Gemini,6.911897222222223,24.245555555555555,6.86,4.4,101.0,F8V
131,4 Gem,Gemini,6.1749833333333335,22.99788888888889,6.88,-0.21,853.0,B9
132,11 Gem,Gemini,6.322027777777778,23.469416666666664,6.91,-2.28,2248.0,B0II
135,49 Gem,Gemini,7.2137166666666666,25.748694444444446,7.05,-0.01,842.0,A0
138,R Gem,Gemini,7.122611111111111,22.703611111111112,7.68,1.65,525.0,S3.5-6.5/6e
143,15 Gem B,Gemini,6.462761111111111,20.78322222222222,8.59,7.31,59.0,G0
149,Castor C,Gemini,7.577105555555556,31.86975,9.64,8.79,52.0,dM1e+dM1e
0,α Lac,Lacerta,22.521494444444443,50.282444444444444,3.76,1.28,102.0,A1V
1,1 Lac,Lacerta,22.266158333333333,37.74872222222222,4.14,-2.28,627.0,K3III
2,5 Lac,Lacerta,22.492172222222223,47.70688888888889,4.34,-3.42,1164.0,M0II
3,β Lac,Lacerta,22.392677777777777,52.2295,4.42,0.84,170.0,G9III
4,HD 211073,Lacerta,22.231305555555554,39.71488888888889,4.5,-1.69,563.0,K3III
5,11 Lac,Lacerta,22.675216666666667,44.27627777777778,4.5,-0.33,302.0,K3III
6,6 Lac,Lacerta,22.508127777777776,43.12338888888889,4.52,-3.6,1370.0,B2IV
7,2 Lac,Lacerta,22.350425,46.53655555555555,4.55,-1.42,509.0,B6V
8,4 Lac,Lacerta,22.40861111111111,49.47638888888889,4.55,-4.51,2117.0,B9Iab
9,9 Lac,Lacerta,22.622908333333335,51.545361111111106,4.64,1.03,172.0,A8IV
10,10 Lac,Lacerta,22.654355555555554,39.05027777777777,4.89,-2.67,1058.0,O9V
11,15 Lac,Lacerta,22.867208333333334,43.31236111111111,4.95,-0.05,326.0,M0III
12,V424 Lac,Lacerta,22.940555555555555,49.733555555555554,4.99,-3.81,1874.0,K5Ibvar
13,HD 209945,Lacerta,22.100544444444445,45.01438888888889,5.09,-1.3,619.0,K5III
14,V416 Lac,Lacerta,22.643852777777777,56.79572222222222,5.11,-0.49,430.0,M4III
15,13 Lac,Lacerta,22.734858333333335,41.81922222222222,5.11,0.49,274.0,K0III
16,12 Lac,Lacerta,22.691291666666668,40.22547222222222,5.25,-2.9,1393.0,B2IIIv SB
17,EW Lac,Lacerta,22.95124722222222,48.68408333333333,5.34,-2.3,1098.0,B4IIIpe
18,HD 210715,Lacerta,22.18605,50.82327777777778,5.38,1.69,179.0,A5V
19,HD 216174,Lacerta,22.829508333333333,55.90269444444444,5.43,0.15,371.0,K1III
20,HD 211096,Lacerta,22.230327777777777,45.44061111111111,5.53,1.1,251.0,A0III
21,16 Lac,Lacerta,22.93989722222222,41.60388888888889,5.6,-2.24,1203.0,B2IV
22,HD 211211,Lacerta,22.245647222222225,42.95397222222223,5.72,1.06,279.0,A2Vnn
23,HD 213930,Lacerta,22.561269444444445,56.62463888888889,5.72,0.63,340.0,G8III-IV
24,8 Lac A,Lacerta,22.597855555555554,39.63433333333333,5.73,-0.73,639.0,B1Ve
25,HD 216831,Lacerta,22.929025000000003,36.35138888888889,5.73,-1.31,836.0,B7III
26,HD 216608,Lacerta,22.894488888888887,44.74919444444445,5.79,2.21,170.0,A3m
27,HD 215943,Lacerta,22.803075,37.41683333333333,5.82,0.58,364.0,G8III:
28,HD 216646,Lacerta,22.90191944444444,40.37683333333334,5.82,0.74,339.0,K0III
29,HD 215664,Lacerta,22.769475,44.54597222222222,5.84,2.21,173.0,F0III-IV
30,HD 213660,Lacerta,22.540658333333337,39.77975,5.88,-0.54,628.0,A6V
31,14 Lac,Lacerta,22.839380555555554,41.95341666666667,5.91,-1.7,1087.0,B3IV:var
32,HD 216756,Lacerta,22.917383333333333,37.07680555555556,5.91,2.83,134.0,F5II
33,HD 215030,Lacerta,22.693316666666668,41.54897222222222,5.93,0.95,323.0,G9III
34,HD 215359,Lacerta,22.734780555555556,39.46541666666667,5.93,-0.56,647.0,K5III+...
35,HD 214878,Lacerta,22.67177777777778,53.84597222222222,5.94,0.83,344.0,B8V
36,HD 214714,Lacerta,22.659533333333332,37.59280555555556,6.03,-1.18,903.0,G3Ib-IICNe.
37,AR Lac,Lacerta,22.144683333333333,45.74213888888889,6.11,2.99,137.0,K2III comp
38,HD 215159,Lacerta,22.705780555555556,53.90877777777778,6.14,-1.67,1190.0,K2
39,HD 216057,Lacerta,22.8133,54.41488888888889,6.14,-0.19,601.0,B5Vn
40,HR 8421,Lacerta,22.087922222222222,46.74488888888889,6.16,-1.19,962.0,M4III
41,HD 212978,Lacerta,22.457361111111112,39.810027777777776,6.16,-1.95,1364.0,B2V
43,HD 217101,Lacerta,22.961316666666665,39.30877777777778,6.17,-1.94,1364.0,B2IV-V
44,HD 212487,Lacerta,22.39835,38.57330555555556,6.18,2.59,170.0,F5IV:
45,HD 209993,Lacerta,22.10340277777778,45.248694444444446,6.19,1.21,323.0,A3V
46,HD 211797,Lacerta,22.31560277777778,37.76916666666666,6.19,2.1,215.0,A9IIIp
47,HD 216206,Lacerta,22.83613611111111,50.67691666666666,6.23,-2.28,1638.0,G4Ib
48,HD 209961,Lacerta,22.09756111111111,48.231500000000004,6.26,-2.64,1964.0,B2V SB
49,HD 214313,Lacerta,22.613525000000003,35.65241666666667,6.28,-0.38,700.0,K5
50,HD 214240,Lacerta,22.59816111111111,50.07077777777778,6.29,-2.24,1655.0,B3V
51,V377 Lac,Lacerta,22.886491666666664,40.16738888888889,6.33,-1.62,1268.0,B7III-IV
52,HD 214279,Lacerta,22.597772222222222,56.07058333333334,6.37,1.21,351.0,A3V
53,V405 Lac,Lacerta,22.364127777777778,42.07816666666667,6.38,-0.33,715.0,B5V
54,HD 214558,Lacerta,22.638169444444443,45.182944444444445,6.38,0.36,522.0,G2III+...
55,HD 215242,Lacerta,22.717866666666666,47.168749999999996,6.39,-3.89,3705.0,A1V+...
56,HD 212071,Lacerta,22.34431111111111,50.980805555555555,6.4,-2.12,1646.0,K2
57,HD 210289,Lacerta,22.137855555555554,49.797,6.41,-1.26,1113.0,K5III
58,V350 Lac,Lacerta,22.50181388888889,49.35647222222222,6.41,0.97,399.0,K2III SB
59,HD 213720,Lacerta,22.538525,54.037,6.41,-0.03,633.0,G8III
60,HD 215191,Lacerta,22.715402777777776,37.802749999999996,6.43,-1.41,1203.0,B1V
61,HD 215518,Lacerta,22.74697777777778,52.51719444444444,6.43,-0.9,953.0,K2
62,HD 212334,Lacerta,22.380633333333332,36.65891666666666,6.45,0.82,436.0,K0
63,HD 211660,Lacerta,22.291197222222223,49.12694444444445,6.46,-0.74,898.0,K0
64,HD 212883,Lacerta,22.445988888888888,37.44372222222222,6.46,-2.4,1929.0,B2V
65,HD 216523,Lacerta,22.881175,50.412277777777774,6.46,-0.47,791.0,B8V
66,HD 215473,Lacerta,22.748047222222223,39.20108333333334,6.47,-0.17,695.0,K5
67,HD 209932,Lacerta,22.097344444444442,45.112500000000004,6.5,-0.15,698.0,A0V
68,8 Lac B,Lacerta,22.597805555555553,39.628166666666665,6.6,2.16,252.0,B2V
89,ADS 16402 B,Lacerta,22.96300833333333,38.67494444444444,9.87,4.68,453.0,F8
0,46 LMi,Leo Minor,10.88851111111111,34.21555555555556,3.79,1.41,98.0,K0III-IV
1,β LMi,Leo Minor,10.464747222222222,36.70747222222222,4.2,0.95,146.0,G8III-IV
2,21 LMi,Leo Minor,10.12381388888889,35.24469444444445,4.49,2.26,91.0,A7V
3,10 LMi,Leo Minor,9.570383333333334,36.39761111111111,4.54,0.88,176.0,G8III
4,37 LMi,Leo Minor,10.64533611111111,31.97622222222222,4.68,-1.13,474.0,G0II
5,30 LMi,Leo Minor,10.431908333333332,33.79625,4.72,0.71,207.0,F0V
6,41 LMi,Leo Minor,10.723619444444445,23.188388888888888,5.08,1.06,207.0,A3Vn
7,19 LMi,Leo Minor,9.961402777777778,41.055638888888886,5.1,2.81,94.0,F6Vs
8,42 LMi,Leo Minor,10.764419444444444,30.68238888888889,5.36,0.04,377.0,A1Vn
9,20 LMi,Leo Minor,10.016950000000001,31.924722222222222,5.37,4.5,49.0,G1V
10,11 LMi,Leo Minor,9.594452777777779,35.81077777777777,5.39,5.16,36.0,G8IV-V
11,8 LMi,Leo Minor,9.525680555555557,35.103500000000004,5.4,-0.24,436.0,M1III
12,23 LMi,Leo Minor,10.27068888888889,29.310555555555556,5.49,1.0,257.0,A0Vn
13,40 LMi,Leo Minor,10.717208333333334,26.325694444444444,5.51,2.22,148.0,A4Vn
14,28 LMi,Leo Minor,10.402391666666666,33.71852777777778,5.52,0.03,409.0,K1III
15,34 LMi,Leo Minor,10.558591666666667,34.98869444444445,5.57,-0.48,528.0,A2Vn
16,32 LMi,Leo Minor,10.501794444444444,38.92513888888889,5.79,-1.05,760.0,A4V
17,38 LMi,Leo Minor,10.652166666666668,37.91011111111111,5.84,2.39,159.0,F9V
18,HD 88231,Leo Minor,10.18688611111111,37.40197222222222,5.86,-0.47,603.0,K3III
19,7 LMi,Leo Minor,9.512008333333334,33.655833333333334,5.87,-0.12,515.0,G8III:
20,27 LMi,Leo Minor,10.385094444444444,33.908166666666666,5.89,1.65,230.0,A6V
21,33 LMi,Leo Minor,10.530933333333333,32.37952777777778,5.9,1.52,245.0,A0IV
22,RX LMi,Leo Minor,10.703130555555555,31.697055555555554,6.02,-0.77,743.0,M2III
23,44 LMi,Leo Minor,10.831591666666666,27.97386111111111,6.05,1.59,254.0,F5V
24,13 LMi,Leo Minor,9.711875,35.093500000000006,6.12,2.49,174.0,F3V
25,43 LMi,Leo Minor,10.815911111111111,29.416138888888888,6.15,-0.17,598.0,K0
26,9 LMi,Leo Minor,9.558425000000002,36.487027777777776,6.19,0.67,414.0,K4III:
